policy,demo,start_step,horizon,xyz_error_mm_mean,xyz_error_mm_final,z_error_mm_mean,z_error_mm_min,gripper_abs_error_mean,pred_gripper_max,gt_gripper_max
mpd_state,demo_003,13,12,12.779222945450456,11.947207810144588,-11.623787383238474,-16.445904970169067,0.39113272974888486,1.1867315769195557,1.0
mpd_state,demo_003,25,12,9.243022661546274,13.249168850568863,0.6773372491200765,-6.799191236495972,0.10413161168495814,1.0691787004470825,1.0
mpd_state,demo_003,38,12,33.503111358834325,56.79425498509483,9.597601989905039,-7.273763418197632,0.03708578646183014,1.0433094501495361,1.0
mpd_state,demo_003,51,12,29.865041181731968,35.299780554729175,3.849424421787262,-0.08895993232727051,0.023359710971514385,1.0466200113296509,1.0
mpd_state,demo_003,64,12,21.929588031875472,25.246060957888844,-20.68670094013214,-29.108524322509766,0.051365047693252563,1.0642865896224976,1.0
mpd_state,demo_003,76,12,9.524530069243951,9.790611298010402,-7.657773792743683,-11.823594570159912,0.16102206458648047,1.0116298198699951,1.0
mpd_state,demo_003,89,12,7.354958529248376,10.94597162500135,0.025935471057891846,-7.705718278884888,0.10938066244125366,0.7328519821166992,0.0
mpd_state,demo_004,0,12,18.215271704647183,15.417485230465164,-0.14578551054000854,-7.776916027069092,0.012290428082148233,0.0033927559852600098,0.0
mpd_state,demo_004,13,12,27.180227712290645,40.88289099284191,-25.256189207235973,-38.511574268341064,0.0919505034883817,0.2849728465080261,0.0
mpd_state,demo_004,27,12,8.876327825686118,9.387687962912533,-5.7831282416979475,-9.623289108276367,0.2643279681603114,1.0692286491394043,1.0
mpd_state,demo_004,40,12,11.984333357571279,16.06082602463206,-4.3111468354860945,-12.769579887390137,0.10700108607610066,1.0397711992263794,1.0
mpd_state,demo_004,53,12,25.68567008751165,40.10555098289017,17.503589391708374,-5.8137476444244385,0.028293848037719727,1.0469518899917603,1.0
mpd_state,demo_004,66,12,15.303016273297278,20.69096441955417,9.864715238412222,0.5919933319091797,0.024779205520947773,1.048682451248169,1.0
mpd_state,demo_004,80,12,19.11585953301264,35.46886720132667,-7.613080243269603,-22.791802883148193,0.4919133931398392,1.0776296854019165,1.0
mpd_state,demo_004,93,12,12.93761886468923,24.301169351035096,-11.376996835072836,-21.65377140045166,0.12144100666046143,0.7368907332420349,0.0
mpd_state,demo_005,0,12,11.917239743643254,20.32076991227044,7.3249513904253645,-5.5106282234191895,0.018826156854629517,0.0011019706726074219,0.0
mpd_state,demo_005,9,12,8.97725613985729,13.221513065899886,-2.351256708304087,-6.3724517822265625,0.1688094362616539,1.1508125066757202,1.0
mpd_state,demo_005,19,12,14.865968316943945,22.087313414412698,-14.537639915943146,-22.037982940673828,0.11384055018424988,1.0682377815246582,1.0
mpd_state,demo_005,28,12,31.704734896144025,56.06936908335258,-25.23379276196162,-44.374674558639526,0.06919851402441661,1.0844831466674805,1.0
mpd_state,demo_005,38,12,8.075919719653585,10.298193095691486,2.1595855553944907,-5.106151103973389,0.01920283834139506,1.0374876260757446,1.0
mpd_state,demo_005,47,12,18.476885053687745,43.69579471468417,10.978894929091135,-2.08437442779541,0.042033990224202476,1.0740060806274414,1.0
mpd_state,demo_005,57,12,6.940083104812856,12.639017524196825,-0.8583540717760721,-2.3812055587768555,0.2473919838666916,0.8157145977020264,1.0
mpd_state,demo_005,66,12,13.463780197335623,33.77226250841777,-11.804585655530294,-31.743526458740234,0.12023991843064626,0.7321875691413879,0.0
mpd_state,demo_006,0,12,22.208204752202338,21.50402359651531,5.958010752995809,-2.5623440742492676,0.019090361893177032,0.0012429654598236084,0.0
mpd_state,demo_006,12,12,14.49620325260202,22.984444967987315,6.2338436643282575,-1.448303461074829,0.07706636438767116,0.1401912271976471,0.0
mpd_state,demo_006,23,12,7.642244102542727,6.26415785815892,-2.225895722707113,-8.13150405883789,0.08052801837523778,1.0652623176574707,1.0
mpd_state,demo_006,35,12,10.467895127428335,24.353843757912223,-2.3852686087290444,-12.790918350219727,0.09904675434033076,1.079610824584961,1.0
mpd_state,demo_006,46,12,29.77987091944005,45.44592318221217,0.42337924242019653,-6.268918514251709,0.03747247656186422,1.0520329475402832,1.0
mpd_state,demo_006,58,12,13.80185379557663,27.26908865648808,0.7149899999300638,-3.6784112453460693,0.03502490619818369,1.063636302947998,1.0
mpd_state,demo_006,69,12,13.87932602587204,14.382389719669185,0.12733538945515951,-6.579995155334473,0.45137172440687817,1.0542881488800049,1.0
mpd_state,demo_006,81,12,9.533788344699678,19.916917721238146,-4.809615512688954,-19.3537175655365,0.11370060344537099,0.733925461769104,0.0
mpd_state,demo_007,0,12,17.008425684411076,9.5279665623302,5.685379107793172,-4.599034786224365,0.01779395838578542,0.000432431697845459,0.0
mpd_state,demo_007,12,12,14.483796755391223,15.333820088987551,-12.895541886488596,-16.566991806030273,0.21269778162240982,0.8160148859024048,1.0
mpd_state,demo_007,23,12,5.54609582066035,4.1128359842043665,-4.201171298821767,-5.513191223144531,0.11981536448001862,1.0549525022506714,1.0
mpd_state,demo_007,35,12,41.34153542270335,74.62129956121646,-32.853275537490845,-53.863197565078735,0.06668045123418172,1.1505813598632812,1.0
mpd_state,demo_007,46,12,19.406592874009128,25.07410502748747,7.607549428939819,-0.37872791290283203,0.022539849082628887,1.046159029006958,1.0
mpd_state,demo_007,58,12,17.471470503639534,17.91848720754482,4.342923561731975,-1.7198920249938965,0.1755060851573944,1.0706493854522705,1.0
mpd_state,demo_007,69,12,11.55127566688285,17.596478463626838,4.123178621133168,-6.859958171844482,0.11962287127971649,0.7343159317970276,0.0
mpd_state,demo_007,81,12,15.435863534750244,21.660408151874734,9.384761253992716,-10.070353746414185,0.08676694333553314,0.20154762268066406,0.0
mpd_state,demo_008,0,12,29.36012349953591,25.910424562016768,-0.44384350379308063,-6.484806537628174,0.014035172760486603,0.0023800432682037354,0.0
mpd_state,demo_008,13,12,12.549344647283455,19.316660054523897,-10.567729671796164,-16.038715839385986,0.09965689728657405,0.3291234076023102,0.0
mpd_state,demo_008,26,12,11.891311103537175,10.821649030635243,-10.99467525879542,-12.595653533935547,0.11512433737516403,1.0573391914367676,1.0
mpd_state,demo_008,39,12,26.10303627066017,37.13862567783036,-22.84209926923116,-46.525925397872925,0.0653269241253535,1.076387882232666,1.0
